,class,comment,full_class,subclass
128,2,The graph lacks the expected mortality reduction from monoclonal antibody availability.,2.3,3
129,2,The curve doesn’t reflect the scheduled phased reopening criteria.,2.3,3
130,2,The model ignores the new policy prioritizing rapid tests for symptomatic cases.,2.3,3
131,2,The graph omits the impact of the post-recovery clinic network reducing long COVID.,2.3,3
132,2,The curve doesn’t incorporate the nursing home visitation restriction updates.,2.3,3
133,2,The model fails to include the cross-border coordination agreement’s effects.,2.3,3
134,2,The graph overlooks the new sick leave policies for infected workers.,2.3,3
135,2,The curve excludes the anticipated behavioral shift from risk communication changes.,2.3,3
136,3,The model projects 100% vaccination in 60 days; historical rollout peaks at 1%/day.,3.1,1
137,3,"The curve shows cases peaking in winter, but regional climate data suggests summer surge.",3.1,1
138,3,The forecast assumes simultaneous peak across regions; real-world spread varies by 2-4 weeks.,3.1,1
139,3,The graph has hospitalizations peaking with cases; real-world lag is 7-10 days.,3.1,1
140,3,The model projects deaths declining before ICU occupancy; contradicts triage protocols.,3.1,1
141,3,The curve assumes variant emergence every 90 days; genomic surveillance shows 120-day cycles.,3.1,1
142,3,The forecast ignores the typical 3-week delay between policy change and mobility shifts.,3.1,1
143,3,The graph shows test positivity dropping before testing increases; logically inconsistent.,3.1,1
144,3,The model has school terms affecting transmission instantly; observed lags are 1-2 weeks.,3.1,1
145,3,The curve assumes immediate waning of immunity post-vaccination; studies show 6-month durability.,3.1,1
146,3,The forecast misaligns with historical seasonality patterns for similar viruses.,3.1,1
147,3,The graph projects identical serial intervals across waves; variants alter generation time.,3.1,1
148,3,The model ignores the 10-day reporting delay for mortality data.,3.1,1
149,3,The curve has boosters impacting transmission before antibody maturation completes.,3.1,1
150,3,The forecast assumes uniform incubation periods; new variants shorten it by 2 days.,3.1,1
151,3,The graph shows Rt shifting instantly with measures; empirical data shows 5-day smoothing.,3.1,1
152,3,The model projects identical time-to-peak across demographics; age stratification matters.,3.1,1
153,3,The curve ignores the 2-week lag between infection surge and wastewater signal detection.,3.1,1
154,3,The forecast doesn’t account for holiday-related testing delays distorting timelines.,3.1,1
155,3,The graph assumes simultaneous importation across all regions; travel hubs seed earlier.,3.1,1
156,3,The model underestimates peak ICU demand by 40%; adjust for current occupancy rates.,3.2,2
157,3,The projected 70% attack rate contradicts seroprevalence studies showing 50% saturation.,3.2,2
158,3,The forecast assumes 95% vaccine efficacy against infection; real-world data shows 60-80%.,3.2,2
159,3,The curve overestimates pediatric cases by 2x; children have lower susceptibility.,3.2,2
160,3,The model projects 1% CFR; age-adjusted IFR estimates suggest 0.5-0.7%.,3.2,2
161,3,The graph underestimates asymptomatic cases by not incorporating testing biases.,3.2,2
162,3,The forecast assumes 100% case detection; empirical estimates suggest 30-50% undercounting.,3.2,2
163,3,The curve overestimates reinfections; current data shows <5% within 90 days.,3.2,2
164,3,The model projects 90% mask compliance; observational studies indicate 60-70%.,3.2,2
165,3,The graph underestimates nosocomial infections by ignoring staff-to-patient transmission.,3.2,2
166,3,The forecast assumes linear vaccine rollout; production constraints create logistic curves.,3.2,2
167,3,The curve overcounts superspreading events by assuming uniform dispersion factor.,3.2,2
168,3,The model underestimates long COVID prevalence by ignoring mild-case sequelae.,3.2,2
169,3,The graph projects unrealistic 99% test specificity at current prevalence rates.,3.2,2
170,3,The forecast assumes constant transmissibility; humidity changes alter aerosol stability.,3.2,2
171,3,The curve overestimates cross-immunity between variants by 20-30 percentage points.,3.2,2
172,3,The model underestimates household secondary attack rates by using outdated studies.,3.2,2
173,3,The graph ignores the 15-20% transmission reduction from improved ventilation standards.,3.2,2
174,3,The forecast assumes uniform comorbidities; regional health disparities alter severity.,3.2,2
175,3,The curve overestimates vaccine hesitancy in regions with high trust institutions.,3.2,2
176,4,The peak arrives too early given current Rt=1.2; should shift right by 3-4 weeks.,4.1,1
177,4,The model ignores pre-holiday contact patterns that will accelerate the peak timing.,4.1,1
178,4,The projected peak aligns with school holidays when transmission typically drops 20%.,4.1,1
179,4,The curve assumes peak synchrony across regions; urban centers should lead by 2 weeks.,4.1,1
180,4,The forecast places peak before vaccine coverage reaches 50%; immune escape suggests delay.,4.1,1
181,4,The graph doesn’t account for the 30-day delay from current wastewater surge signals.,4.1,1
182,4,The peak timing contradicts mobility data showing sustained high contact rates.,4.1,1
183,4,The model projects summer peak but omits UV radiation’s 15-20% transmission reduction.,4.1,1
184,4,The curve ignores the planned mass gathering 10 days before projected peak.,4.1,1
185,4,The forecast assumes immediate variant dominance; gradual takeover would flatten peak timing.,4.1,1
186,4,The graph places peak before anticipated cold weather increases indoor mixing.,4.1,1
187,4,The model doesn’t incorporate the 2-week delay from current test positivity doubling time.,4.1,1
188,4,"The peak aligns with historical healthcare worker shortages, suggesting underestimation.",4.1,1
189,4,The curve assumes stable generation time; new variant’s shorter interval would advance peak.,4.1,1
190,4,The forecast ignores the typical 4-week lag between European and North American peaks.,4.1,1
191,4,The graph projects peak before expected antiviral stockpile release.,4.1,1
192,4,The model doesn’t reflect the 10-day earlier peak in neighboring regions’ importation pressure.,4.1,1
193,4,The curve assumes uniform susceptibility; prior wave timing suggests later regional peaks.,4.1,1
194,4,The forecast places peak after major festival but doesn’t show pre-event surge.,4.1,1
195,4,The graph ignores the planned relaxation of measures 5 days before projected peak.,4.1,1
196,4,The peak caseload exceeds ICU capacity by 200%; triage would suppress detected mortality.,4.2,2
197,4,The model overestimates peak prevalence given current wastewater RNA concentrations.,4.2,2
198,4,The projected peak hospitalizations are 3x higher than staffed bed availability.,4.2,2
199,4,The curve underestimates peak deaths by ignoring ventilator shortages during surge.,4.2,2
200,4,The forecast assumes 100% testing capacity during peak; reagent shortages typically reduce by 30%.,4.2,2
201,4,The graph shows peak positivity at 25% but omits test-seeking behavior changes above 15%.,4.2,2
202,4,The model projects peak transmission pre-vaccine but overestimates naive susceptibility.,4.2,2
203,4,The curve underestimates peak pediatric cases by ignoring school reopening policies.,4.2,2
204,4,The forecast overcounts peak infections by assuming constant ascertainment rate.,4.2,2
205,4,The graph ignores the 40% case undercount typical during healthcare system overload.,4.2,2
206,4,The model assumes peak deaths match cases; improved treatments reduce later-wave CFR.,4.2,2
207,4,The curve overestimates peak transmissibility by ignoring residual distancing behavior.,4.2,2
208,4,The forecast projects peak superspreading events despite venue capacity restrictions.,4.2,2
209,4,The graph shows unrealistic peak synchrony across age groups given vaccination disparities.,4.2,2
210,4,The model underestimates peak presymptomatic transmission by using outdated estimates.,4.2,2
211,4,The curve assumes peak nosocomial infections scale linearly with community prevalence.,4.2,2
212,4,The forecast ignores the 20% peak reduction expected from telework policies.,4.2,2
213,4,The graph overestimates peak long-term care outbreaks given current staff immunity.,4.2,2
214,4,The model projects peak R0=5 but ignores building ventilation upgrades reducing effective Rt.,4.2,2
215,4,The curve underestimates peak airborne transmission by using droplet-based assumptions.,4.2,2
0,1,The infection curve is too smooth; real outbreaks show more irregular spikes due to superspreading events.,1.1,1
1,1,The initial growth phase is too steep—real-world transmission usually has a slower exponential onset.,1.1,1
2,1,The post-peak decline is too abrupt; residual transmission chains should prolong the tail.,1.1,1
3,1,"The curve lacks secondary waves, which are common after relaxation of restrictions.",1.1,1
4,1,"The peak is too narrow; in reality, case distribution is more dispersed over time.",1.1,1
5,1,"The graph assumes uniform transmission, but heterogeneity in population density should create regional sub-peaks.",1.1,1
6,1,The rebound after the first wave is missing—seasonal effects or behavior changes often cause resurgences.,1.1,1
7,1,"The curve implies perfect immunity post-infection, ignoring reinfections that would flatten the decline.",1.1,1
8,1,The initial cases are too clustered; imported infections typically seed multiple independent clusters.,1.1,1
9,1,The descent phase mirrors the ascent too closely; real epidemics often have asymmetric peaks due to interventions.,1.1,1
10,1,The plateau phase is absent; sustained transmission at low levels is common before elimination.,1.1,1
11,1,"The curve assumes constant testing capacity, but real case counts depend on variable detection rates.",1.1,1
12,1,The modeled peak is too symmetrical; behavioral changes typically skew the curve’s shape.,1.1,1
13,1,No 'shoulder' after initial growth—mitigation measures usually bend the curve before the peak.,1.1,1
14,1,The decline phase is linear; empirical data shows logarithmic decay due to residual immunity.,1.1,1
15,1,The curve doesn’t account for 'flare-ups' from isolated outbreaks in high-contact settings.,1.1,1
16,1,The peak is too early given the modeled R0; doubling times suggest a later surge.,1.1,1
17,1,The graph ignores 'long-haul' infections that would extend the tail of active cases.,1.1,1
18,1,The initial growth rate is inconsistent with the modeled generation interval.,1.1,1
19,1,The curve lacks stochastic noise—real epidemics show variability due to random transmission events.,1.1,1
20,1,The susceptible depletion is too rapid; herd immunity thresholds are rarely reached this abruptly.,1.2,2
21,1,"The curve assumes homogeneous mixing, but subpopulations with low contact rates retain susceptibles longer.",1.2,2
22,1,The S-curve plateaus too high; residual susceptibility should persist even post-epidemic.,1.2,2
23,1,"The decline lacks inflection points—real-world interventions (e.g., vaccinations) create step changes.",1.2,2
24,1,The model overestimates cross-immunity; some demographics remain susceptible despite high overall immunity.,1.2,2
25,1,"The susceptible pool drops to zero, ignoring births or migration that replenish it.",1.2,2
26,1,"The curve doesn’t reflect age-stratified susceptibility, which slows depletion in less-affected groups.",1.2,2
27,1,"The decline is monotonic; behavioral feedback (e.g., risk avoidance) would temporarily slow depletion.",1.2,2
28,1,The graph assumes perfect vaccine uptake; hesitancy would leave a larger susceptible fraction.,1.2,2
29,1,No accounting for waning immunity—susceptibles should gradually increase post-wave.,1.2,2
30,1,"The curve implies uniform attack rates, but hotspots exhaust susceptibles faster than others.",1.2,2
31,1,The model ignores 'shield immunity' from prior exposure to related pathogens.,1.2,2
32,1,The decline is too linear; network effects typically cause nonlinear depletion as clusters are immunized.,1.2,2
33,1,The graph doesn’t show the expected 'S-shape' from gradual saturation of transmission opportunities.,1.2,2
34,1,The susceptible count rebounds too quickly; natural immunity lasts longer than modeled.,1.2,2
35,1,"The curve underestimates the impact of asymptomatic cases, which silently immunize populations.",1.2,2
36,1,"No stratification by risk groups—high-risk individuals (e.g., elderly) are depleted faster than modeled.",1.2,2
37,1,The graph assumes closed populations; travel would reintroduce susceptibles over time.,1.2,2
38,1,The model overestimates the speed of herd immunity given real-world contact heterogeneity.,1.2,2
39,1,Recoveries plateau too early; long-term convalescence should extend the tail.,1.3,3
40,1,"The recovery curve is too smooth; real data shows jumps from batch reporting (e.g., discharged cohorts).",1.3,3
41,1,The lag between infections and recoveries is too short—median disease duration is underestimated.,1.3,3
42,1,"The graph ignores reinfections, which would reduce the net recovered count over time.",1.3,3
43,1,"The recovery rate is constant, but severe cases have longer hospitalization periods.",1.3,3
44,1,No 'reinfection valley'—recovered numbers should dip slightly when reinfections outpace new recoveries.,1.3,3
45,1,The curve assumes 100% recovery; fatal cases should proportionally reduce the recovered pool.,1.3,3
46,1,"The recovery trajectory is logistic, but real-world discharge rates depend on healthcare capacity.",1.3,3
47,1,"The graph doesn’t reflect post-acute sequelae (e.g., long COVID) that delay full recovery classifications.",1.3,3
48,1,Recoveries are too synchronized; variability in disease severity should spread out the curve.,1.3,3
49,1,The model underestimates recovery delays during peak hospital overload.,1.3,3
50,1,The curve lacks secondary recovery waves from delayed convalescence in critical cases.,1.3,3
51,1,The recovered count is overestimated—asymptomatic cases rarely enter official recovery tallies.,1.3,3
52,1,"The graph ignores partial immunity, which would blur the boundary between S and R compartments.",1.3,3
53,1,No adjustment for seasonality—recovery rates may improve in warmer months.,1.3,3
54,1,"The recovery curve is detached from interventions (e.g., new treatments accelerating discharges).",1.3,3
55,1,"The model assumes uniform recovery rates, but comorbidities prolong recovery times.",1.3,3
56,1,The curve doesn’t account for 'recovered but infectious' carriers extending the epidemic tail.,1.3,3
57,1,The recovered compartment grows too linearly; real data shows bursts from clearing backlogged cases.,1.3,3
58,1,The deaths curve is too front-loaded; mortality typically lags cases by weeks.,1.4,4
59,1,The cumulative deaths graph lacks plateaus—real reporting often has delays causing step increments.,1.4,4
60,1,The decline in deaths is too sharp; residual fatalities from complications should create a longer tail.,1.4,4
61,1,The curve ignores excess mortality indirectly caused by healthcare system strain.,1.4,4
62,1,"The deaths peak aligns perfectly with cases, but treatment improvements should decouple them over time.",1.4,4
63,1,"The graph underestimates nursing home fatalities, which often cluster early in outbreaks.",1.4,4
64,1,No mortality rebound during hospital capacity crises—real data shows spikes when ICUs are overwhelmed.,1.4,4
65,1,"The curve assumes constant CFR, but variants or improved care can alter lethality dynamically.",1.4,4
66,1,The deaths decline mirrors cases too closely; life support withdrawals can prolong fatality trends.,1.4,4
67,1,"The model ignores underreporting, especially in regions with limited death registration systems.",1.4,4
68,1,"The graph lacks 'harvesting effects'—initial waves kill the most vulnerable, reducing later mortality.",1.4,4
69,1,"The deaths curve is too smooth; real data shows weekly patterns (e.g., weekend underreporting).",1.4,4
70,1,No adjustment for demographic shifts—aging populations may increase mortality in later waves.,1.4,4
71,1,"The curve doesn’t reflect fatalities from delayed care (e.g., deferred cancer treatments during lockdowns).",1.4,4
72,1,The model overestimates death reporting speed; some jurisdictions take months to attribute COVID-19 deaths.,1.4,4
73,1,"The graph ignores co-morbidity interactions (e.g., flu co-infections increasing lethality).",1.4,4
74,1,The deaths peak is too narrow; fatality duration varies widely by age and health status.,1.4,4
75,1,"No accounting for funeral restrictions, which may temporarily depress death counts.",1.4,4
76,1,"The curve assumes uniform healthcare access, but marginalized groups have higher preventable mortality.",1.4,4
77,2,The modeled lockdown impact starts immediately; behavior change typically takes 10–14 days to affect transmission.,2.1,1
78,2,Vaccination effects appear after 7 days—immune response requires at least 2 weeks for significant protection.,2.1,1
79,2,The graph shows school closures reducing cases within 3 days; household mixing delays would delay this by a week.,2.1,1
80,2,Travel bans’ effects are misaligned; imported variant introductions would continue for weeks due to enforcement lags.,2.1,1
81,2,The curve implies instant compliance with mask mandates; population adaptation takes 5–10 days to reach steady adherence.,2.1,1
82,2,The quarantine effect is too abrupt; case isolation slows transmission gradually as contacts are traced.,2.1,1
83,2,The model ignores policy announcement delays—measures announced on Day X aren’t enforced until Day X+3.,2.1,1
84,2,The work-from-home order’s impact is misplaced; corporate implementation timelines span 1–2 weeks.,2.1,1
85,2,The curve doesn’t reflect the 10-day incubation period—cases detected after policy changes are pre-intervention infections.,2.1,1
86,2,The testing surge’s effect is immediate; expanded detection actually increases reported cases before reducing them via isolation.,2.1,1
87,2,The graph shows night curfews cutting transmission instantly; empirical data suggests negligible effects without daytime measures.,2.1,1
88,2,The model assumes perfect border closure efficacy; imported cases typically decline over 3–4 weeks due to residual travel.,2.1,1
89,2,"The vaccination curve inflection is too sharp; rollout logistics cause coverage to increase linearly, not exponentially.",2.1,1
90,2,"The curve implies immediate behavior change after press conferences; fear-driven distancing emerges over days, not hours.",2.1,1
91,2,The graph ignores the 2-week delay between infection reduction and ICU admission declines.,2.1,1
92,2,The model misplaces the effect of superspreader event bans; transmission from prior events continues for 1–2 generations.,2.1,1
93,2,The curve shows telemedicine reducing deaths instantly; healthcare system relief impacts mortality over months.,2.1,1
94,2,The data doesn’t reflect the 5-day reporting lag for deaths—policy impacts on mortality appear later than modeled.,2.1,1
95,2,The graph assumes contact tracing is instantaneous; real-world delays allow 1–2 transmission cycles before containment.,2.1,1
96,2,The model overestimates the speed of therapeutic adoption; new treatments take weeks to scale even after approval.,2.1,1
97,2,The curve underestimates the effect of indoor dining bans—empirical data shows 30–50% transmission reductions.,2.2,2
98,2,"The graph overstates mask efficacy; cloth masks reduce transmission by 20–30%, not the modeled 50%.",2.2,2
99,2,The model ignores that school reopenings with testing reduce community spread less than universal remote learning.,2.2,2
100,2,"The curve doesn’t reflect that workplace alternating schedules only cut transmission by ~25%, not 50%.",2.2,2
101,2,The graph assumes vaccination reduces transmission by 80%; real-world data suggests 40–60% for Delta.,2.2,2
102,2,The model overestimates the impact of public awareness campaigns—behavior change plateaus after 2–3 weeks.,2.2,2
103,2,The curve implies test-trace-isolate eliminates transmission; even 80% coverage leaves residual spread.,2.2,2
104,2,The graph ignores that outdoor masking mandates have minimal added benefit over voluntary distancing.,2.2,2
105,2,The model assumes lockdowns reduce R0 to 0.7; regional data shows 0.9–1.1 due to essential worker circulation.,2.2,2
106,2,The curve overestimates the effect of airport testing—missed pre-symptomatic cases limit its impact to ~30% reduction.,2.2,2
107,2,The graph doesn’t account for policy fatigue; later lockdowns have 20–30% lower compliance than initial ones.,2.2,2
108,2,"The model assumes concert bans reduce R0 by 0.3, but household gatherings compensate for 50% of this.",2.2,2
109,2,"The curve reflects full compliance with quarantine; real-world adherence is ~60%, blunting effects.",2.2,2
110,2,"The graph overestimates the speed of variant containment; even travel bans slow Delta spread by weeks, not months.",2.2,2
111,2,The model ignores that partial restaurant capacity restrictions only reduce dining transmission by ~40%.,2.2,2
112,2,The curve assumes all regions implement measures uniformly; rural areas often have 1–2 weeks’ delay.,2.2,2
113,2,The graph doesn’t reflect that workplace ventilation upgrades reduce transmission by just 10–15%.,2.2,2
114,2,"The model overestimates the effect of curfews; mobility data shows night activity shifts to daytime, netting little reduction.",2.2,2
115,2,The curve implies perfect vaccine prioritization; age-group leakage blunts mortality reductions by 20–30%.,2.2,2
116,2,The graph doesn’t show the expected dip from the 14-day self-isolation order issued last week.,2.3,3
117,2,The curve ignores the 50% capacity limit on public transport implemented 10 days ago.,2.3,3
118,2,"The model omits the contact tracing app launched 3 weeks prior, which should’ve reduced undocumented spread.",2.3,3
119,2,The graph doesn’t reflect the mandatory quarantine for international travelers introduced on Day 25.,2.3,3
120,2,The curve lacks the expected inflection from the vaccination of high-risk groups (30% of pop.) completed 14 days back.,2.3,3
121,2,The model excludes the effect of the 'work from home if possible' advisory in place since the epidemic’s start.,2.3,3
122,2,"The graph shows no impact from the closure of nightclubs 5 days ago, which typically cuts youth transmission by 40%.",2.3,3
123,2,The curve doesn’t account for the free mask distribution program that raised coverage from 40% to 65%.,2.3,3
124,2,The model ignores the 10 PM–5 AM curfew enforced for the past 12 days in urban areas.,2.3,3
125,2,The graph lacks the expected testing surge after the 'test-to-enter' policy for large venues began 8 days prior.,2.3,3
126,2,"The curve omits the 7-day mandatory quarantine for contacts, which should’ve reduced secondary cases by now.",2.3,3
127,2,The model doesn’t reflect the 80% telework adoption by corporations following the government’s 3-week-old directive.,2.3,3
128,2,The graph shows no effect from the 1-meter distancing rule enforced in stores since Day 15.,2.3,3
129,2,"The curve ignores the 70% vaccination coverage in nursing homes achieved 3 weeks ago, which should’ve lowered deaths.",2.3,3
130,2,The model excludes the impact of the 3-week regional lockdown in the northern provinces.,2.3,3
131,2,The graph doesn’t capture the 50% increase in testing capacity rolled out 10 days prior.,2.3,3
132,2,The curve lacks the expected decline from the 14-day quarantine for symptomatic cases implemented 12 days ago.,2.3,3
133,2,The model omits the effect of the public event size cap (50 people) in place since Day 20.,2.3,3
134,2,The graph doesn’t reflect the 30% mobility reduction observed after the 'stay local' campaign launched 2 weeks back.,2.3,3
135,3,"The model predicts 90% seroprevalence by Day 60, but real-world data suggests 6–9 months for such levels.",3.1,1
136,3,"The curve shows hospitalizations peaking on Day 45, but ICU admissions typically lag by 7–10 days.",3.1,1
137,3,"The graph implies test positivity drops below 5% by Day 30, yet current trends suggest Day 50–60.",3.1,1
138,3,"The forecast has deaths plateauing on Day 70, but mortalities usually decline over 3–4 months post-peak.",3.1,1
139,3,The model assumes cases double every 3 days early on; empirical doubling times are 5–7 days in this phase.,3.1,1
140,3,"The curve shows R<1 sustained for 30 days post-peak, but seasonal fluctuations typically cause R≈1 oscillations.",3.1,1
141,3,"The graph predicts 100% vaccine coverage by Day 90, but logistics limit real-world rates to 1%/day max.",3.1,1
142,3,The forecast ignores the 2-week delay between seroconversion and detectable antibody protection.,3.1,1
143,3,The model has school reopenings on Day 60 with no case rise; real data shows a 14–21-day lag before school-driven surges.,3.1,1
144,3,The curve implies test turnaround is 1 day; reporting delays mean cases reported on Day X reflect infections from Day X-3.,3.1,1
145,3,"The graph shows imported variant dominance in 2 weeks, but genomic surveillance typically detects transitions over 4–6 weeks.",3.1,1
146,3,"The model assumes a fixed 5-day generation interval; emerging variants show 3–4-day generations, accelerating spread.",3.1,1
147,3,The forecast has non-ICU hospital stays averaging 7 days; severe COVID-19 cases typically require 10–14 days.,3.1,1
148,3,The curve implies mask mandates reduce transmission instantly; behavioral studies show 5–7 days for population-level adherence.,3.1,1
149,3,"The graph predicts travel resumes fully on Day 120, but border reopenings are phased over months in reality.",3.1,1
150,3,"The model ignores the 21-day gap between vaccine doses, which delays full immunity by 5–6 weeks.",3.1,1
151,3,"The forecast shows deaths peaking with cases, but mortality curves typically lag by 2–3 weeks.",3.1,1
152,3,The curve assumes a 14-day immunity onset post-vaccination; real protection builds over 21–28 days.,3.1,1
153,3,"The graph omits the 10-day reporting lag for mortality data, making real-time death counts unreliable.",3.1,1
154,3,"The model predicts 500K daily cases at peak, but current testing capacity caps detection at 200K.",3.2,2
155,3,The curve shows 80% vaccine efficacy against infection; real-world data suggests 50–60% for Delta.,3.2,2
156,3,The forecast assumes 10% asymptomatic rate; meta-analyses indicate 30–40% asymptomatic carriers.,3.2,2
157,3,The graph implies 95% ICU survival; pre-vaccine data showed 60–70% survival in overloaded systems.,3.2,2
158,3,"The model estimates 0.5% IFR, but age-adjusted calculations suggest 0.9–1.2% in this population.",3.2,2
159,3,"The curve projects 1M recoveries by Day 50, but convalescence timelines limit realistic counts to 600K.",3.2,2
160,3,The forecast assumes 70% vaccination reduces R0 to 0.8; empirical data shows R=1.1–1.3 with Delta.,3.2,2
161,3,"The graph predicts 90% mask compliance, but observational studies measure 50–70% in public spaces.",3.2,2
162,3,The model uses a 2% hospitalization rate; current variants hospitalize 5–8% of symptomatic cases.,3.2,2
163,3,The curve shows 50% prior immunity from other coronaviruses; serological studies suggest <20% cross-protection.,3.2,2
164,3,The forecast assumes 10% test positivity at peak; overwhelmed systems often hit 20–25%.,3.2,2
165,3,The graph implies 100% case detection; empirical estimates suggest 30–40% of infections are caught.,3.2,2
166,3,"The model projects 500 daily deaths at peak, but mortalities scale with cases at a 1.5% CFR—expect 800–1K.",3.2,2
167,3,"The curve uses a 3-day serial interval; newer variants show 2–2.5-day intervals, increasing spread speed.",3.2,2
168,3,The forecast assumes 60% vaccine uptake; hesitancy surveys predict 45–55% in this demographic.,3.2,2
169,3,The graph shows 80% reduction in transmission from distancing; meta-analyses suggest 40–50% max.,3.2,2
170,3,"The model estimates 30% of cases are pediatric, but school closures limit this to 10–15% in early waves.",3.2,2
171,3,The curve predicts 5% reinfection rate; emerging data shows 10–15% after 6 months with waning immunity.,3.2,2
172,3,"The forecast ignores that 20% of hospitalized patients require 30+ days of care, straining bed turnover.",3.2,2
173,4,"The peak is projected for Day 40, but current mobility data suggests Day 50–55.",4.1,1
174,4,"The curve implies an early peak due to lockdowns, but non-compliance will delay it by 2 weeks.",4.1,1
175,4,"The model forecasts peak hospitalizations on Day 30, but ICU capacity constraints will stretch it to Day 40.",4.1,1
176,4,"The graph shows a winter peak, but seasonality models suggest a later spring surge in this region.",4.1,1
177,4,The forecast ignores that prior immunity from Beta wave will push the peak 3–4 weeks later.,4.1,1
178,4,"The curve assumes the peak coincides with school holidays, which typically reduce transmission by 20%.",4.1,1
179,4,"The model predicts a sharp peak, but multi-generational households will prolong the surge over 4–5 weeks.",4.1,1
180,4,"The graph shows a summer peak, but heat-driven indoor crowding in this region accelerates spread in winter.",4.1,1
181,4,"The forecast doesn’t account for variant competition, which could delay dominance and peak timing by 1–2 months.",4.1,1
182,4,"The curve implies the peak aligns with vaccine rollout, but behavioral relaxation will create a secondary surge.",4.1,1
183,4,"The model projects a peak before monsoon season, but humidity-driven behavior changes typically reduce transmission then.",4.1,1
184,4,"The graph ignores that the peak will coincide with a major holiday, amplifying superspreading by 30–40%.",4.1,1
185,4,"The forecast assumes uniform peak timing, but urban/rural differences will create staggered peaks over 6 weeks.",4.1,1
186,4,"The curve shows a peak during harvest season, when agricultural labor mobility increases transmission risks.",4.1,1
187,4,"The model doesn’t reflect that the peak will align with a mass protest event, adding 10–15% to case counts.",4.1,1
188,4,"The graph predicts an early peak due to border closures, but undocumented travel will delay it by 3 weeks.",4.1,1
189,4,The forecast ignores that the healthcare strike during the projected peak will increase fatalities by 20%.,4.1,1
190,4,"The curve assumes the peak occurs before the rainy season, but flood-related displacement will prolong spread.",4.1,1
191,4,"The model doesn’t account for the 2-week election campaign during the peak, which increases gatherings.",4.1,1
192,4,The peak caseload of 50K/day is unrealistic given current test positivity rates (suggesting 30–35K).,4.2,2
193,4,"The model overestimates peak ICU demand at 1,000 beds; surge capacity limits would cap utilization at 700.",4.2,2
194,4,"The curve shows 20% positivity at peak, but testing bottlenecks will undercount cases, showing 30–35%.",4.2,2
195,4,"The graph implies 500 peak deaths/day, but age-stratified CFR predicts 700–800 given the case mix.",4.2,2
196,4,"The forecast assumes 80% vaccine coverage at peak, but supply constraints will limit it to 60%.",4.2,2
197,4,"The model projects 10% pediatric cases at peak, but school closures will suppress this to 5%.",4.2,2
198,4,The curve underestimates peak hospitalizations by 30%—it ignores the variant’s increased severity.,4.2,2
199,4,"The graph shows peak R0=3, but contact tracing data suggests R0=4.5 for this variant.",4.2,2
200,4,"The forecast assumes 90% case detection at peak, but system overload will reduce it to 50–60%.",4.2,2
201,4,The model overestimates peak mask compliance (80%); fatigue will lower adherence to 50% by then.,4.2,2
202,4,"The curve implies 70% household attack rates at peak, but real-world clusters max out at 40–50%.",4.2,2
203,4,"The graph predicts 1M cumulative cases by peak, but seroprevalence data suggests 1.5–2M undetected.",4.2,2
204,4,The forecast ignores that peak fatalities will be 20% higher due to oxygen shortages.,4.2,2
205,4,"The model underestimates peak transmission in prisons/jails, adding 5–10% to total cases.",4.2,2
206,4,"The curve shows 30% peak workforce absenteeism, but essential industries will maintain 80% attendance.",4.2,2
207,4,"The graph assumes peak test turnaround of 1 day; reality will be 3–4 days, undercounting by 20%.",4.2,2
208,4,The forecast doesn’t reflect that peak deaths will include 15–20% from delayed COVID complications.,4.2,2
209,4,The model overestimates peak vaccine efficacy at 90%; waning immunity will lower it to 70%.,4.2,2
210,4,The curve ignores that peak wastewater viral loads suggest 30% higher community spread than reported.,4.2,2
0,1,The infection curve is too steep; real-world transmission is more gradual due to heterogeneous contact rates.,1.1,1
1,1,The peak is too narrow; infections should spread over a longer period.,1.1,1
2,1,The decline post-peak is too abrupt; residual transmission should create a longer tail.,1.1,1
3,1,"The curve is perfectly symmetrical, but real epidemics have asymmetric growth and decline phases.",1.1,1
4,1,The initial growth rate is too slow given the estimated R0.,1.1,1
5,1,Secondary waves are missing; consider reinfections or variant-driven surges.,1.1,1
6,1,The plateau phase is too flat; localized outbreaks should create fluctuations.,1.1,1
7,1,"The curve assumes homogeneous mixing, but superspreading events would create spikes.",1.1,1
8,1,The decline phase should show stepwise drops corresponding to intervention phases.,1.1,1
9,1,"The curve lacks seasonality effects, which would modulate transmission rates.",1.1,1
10,1,The initial exponential phase is too prolonged; saturation effects should appear earlier.,1.1,1
11,1,The curve doesn't account for behavioral changes during high prevalence.,1.1,1
12,1,The rebound after restrictions lift is missing; mobility data suggests a resurgence.,1.1,1
13,1,"The curve implies perfect case detection, but underreporting would flatten observed peaks.",1.1,1
14,1,"The decline is linear, but empirical data usually shows exponential decay.",1.1,1
15,1,The curve doesn't reflect spatial heterogeneity—urban vs. rural spread differs.,1.1,1
16,1,The peak is too high; current contact tracing suggests lower superspreading potential.,1.1,1
17,1,The curve lacks a 'shoulder' from partial immunity effects.,1.1,1
18,1,The growth phase is too smooth; stochasticity should introduce more variability.,1.1,1
19,1,"The curve assumes constant transmission rates, but behavior adapts dynamically.",1.1,1
20,1,The susceptible depletion is too rapid; herd immunity thresholds are approached more slowly.,1.2,2
21,1,"The curve drops to near-zero, but some populations remain unexposed due to isolation.",1.2,2
22,1,"The decline is linear, but real-world depletion slows as susceptible pools shrink.",1.2,2
